first_name,last_name,birth_date
Vishv,Speckmann,8/14/1962
Qunsheng,Khamsi,2/18/1964
Anneke,Mellouli,5/15/1960
Lein,Bale,7/6/1955
Junichi,Deville,6/1/1963
Doowon,Kalsbeek,4/19/1962
Karlis,Siprelle,3/16/1955
Xinan,Yamaashi,9/20/1953
Irena,Quadeer,8/17/1960
Kensyu,Ariola,9/4/1957
Gro,Liesche,9/5/1960
Fai,Smeets,5/24/1953
Weiwu,Schlenzig,4/12/1964
Mostafa,Serdy,11/18/1957
Pranay,Eugenio,8/12/1957
Nobuyoshi,Kuzuoka,1/12/1953
Nevio,Beznosov,3/23/1958
Aron,Erde,10/14/1952
Becky,Erie,2/3/1955
Akeel,Frezza,6/14/1963
Satyanarayana,Avouris,7/1/1953
Larisa,DeMori,7/24/1962
Sachin,Peot,7/26/1958
Eckart,Schrift,4/24/1956
Xiahua,Syrzycki,7/8/1954
Vugranam,Parveen,10/14/1963
Rosalie,Rijckaert,6/13/1960
Yannik,Barreiro,9/13/1953
Hairong,Isaac,6/21/1959
Abdelwaheb,Scharstein,5/2/1956
Zeljko,Denti,4/25/1956
Suebskul,Grandbois,10/25/1954
Takahiro,Sigstam,5/30/1963
Amalendu,Nyrup,1/18/1964
Tremaine,Kroha,10/18/1961
Keiichiro,Glinert,1/21/1965
Gor,McFarlin,2/19/1958
Shem,Perly,8/15/1955
Aamer,Garrabrants,12/11/1954
Hisao,Kornyak,1/19/1962
Tremaine,Papastamatiou,7/10/1959
Adel,Nanard,2/3/1955
Miyeon,Chinal,2/4/1962
Arto,Koshino,9/23/1957
Eben,Kobuchi,2/14/1958
Kwangho,Beausoleil,8/10/1962
Chenxi,Zhang,6/19/1961
Toshiko,Parascandalo,12/28/1958
Guther,Nooteboom,12/6/1952
Berni,Redmiles,12/23/1957
Gay,Taneja,3/13/1959
Huan,Poupard,11/4/1962
Tayeb,Reinhart,2/11/1956
Parto,Heinisuo,11/19/1964
Bartek,Passino,2/20/1962
Kwangho,Brizzi,9/26/1952
Billie,Ecklund,10/18/1960
Junsik,Gadepally,7/13/1952
Vincent,Melter,7/14/1955
Abdelwaheb,Holburn,3/4/1953
Nikolaus,Lenart,6/9/1962
Yongqiao,Narahara,7/10/1964
Subhankar,Ratnakar,9/26/1957
Honesty,Haumacher,6/5/1954
Ebbe,Thambidurai,6/12/1957
Chikara,Ballarin,4/11/1958
Ulises,Rando,9/19/1959
Christ,Baba,10/31/1964
Subbu,Penttonen,3/26/1952
Eldridge,Sadowski,9/20/1952
Kerhong,Aloia,10/2/1954
Iara,Hiraishi,7/3/1960
Pasqua,Hoogerwoord,5/17/1957
Hinrich,Munawer,4/24/1957
Juichirou,Hofting,3/19/1960
Mokhtar,Huttel,3/31/1961
Udi,Hardjono,5/29/1959
Leon,Menhoudj,3/25/1961
Jaideep,Uehara,11/22/1953
Yongmin,Lenart,5/3/1955
Lidong,Eiter,9/29/1957
Slavian,Rosin,12/1/1959
Hatim,Khasidashvili,5/8/1963
Stepehn,Erman,12/30/1964
Jeanne,Braccini,6/20/1958
Masamitsu,Koyama,12/28/1953
Wuxu,Farrar,7/2/1963
Zhiguo,Zielinski,11/12/1957
Arch,Heydon,9/30/1964
Weicheng,Lammel,9/22/1956
Kendra,Garnier,5/29/1961
Yoshimitsu,Krone,7/16/1959
Tetsurou,Rodham,3/3/1954
Suvo,Menyhert,12/9/1960
Mototsugu,Cronau,2/17/1952
Chandrasekaran,Pettit,8/4/1964
Haldun,Binding,1/13/1963
Jingling,Vesna,8/31/1959
Nobuyoshi,Swick,6/9/1958
Heekeun,Schicker,8/4/1959
Mohammed,Kambil,4/2/1962
Fun,Delgrange,1/14/1963
Alassane,Randt,8/15/1957
Jahangir,Henders,1/31/1957
DAIDA,Bruckman,5/21/1952
Kotesh,Setia,3/30/1961
Leaf,Murtha,1/5/1958
Moriyoshi,Stanger,12/11/1961
Hauke,Hennings,6/27/1958
Remko,Ranze,3/9/1960
Krister,Rahimi,2/1/1961
Yannik,Denos,12/19/1961
Somnath,Swan,3/12/1964
Gennady,Zizka,12/19/1952
Minghong,Kieras,11/15/1958
Vidar,Hutton,9/12/1953
Kristinn,Vendrig,11/28/1960
Achilleas,Syrotiuk,6/29/1964
Tokuyasu,Yetto,7/10/1960
Gennady,Glowinski,12/26/1956
Mooi,Driscoll,4/26/1953
Ult,Berstel,9/29/1956
Kwangsub,Matzen,6/3/1958
Charlene,Zschoche,10/14/1957
Kwangsub,Kilgour,4/22/1964
Soenke,Uhrig,12/18/1963
Sanjit,Felder,1/8/1955
Lubomir,Ginesta,6/16/1960
Arif,Solovay,2/17/1957
Mihalis,Luga,11/15/1955
Genki,Winter,2/25/1958
Shaowei,Speckmann,7/13/1963
Thodoros,Samarati,6/8/1958
Shao,Ibel,5/31/1952
Kish,Kruskal,11/9/1962
Dannz,Spelt,11/18/1955
Jongsuk,Lorin,4/6/1963
Douadi,Rande,11/26/1957
Berhard,Demos,12/4/1954
Bernt,Bazelow,12/24/1961
Babette,Werthner,5/31/1959
Kristine,Feldmann,3/28/1962
Marek,Gadepally,6/11/1956
Yongmao,Mondadori,11/24/1953
Luisa,Mahmud,3/16/1958
Honglan,Salverda,7/12/1964
TRUE,Ebeling,6/4/1958
Bodh,Speel,5/5/1957
Olivera,Pettis,10/31/1958
Jingling,Gerlach,1/10/1956
Tesuro,Silva,6/1/1964
Zhenhua,Schmittgen,5/2/1962
Gita,Ressouche,1/31/1957
Cullen,Nations,7/30/1953
Aksel,Nivat,10/12/1959
Leah,Madeira,7/19/1962
Charlene,Granlund,10/6/1958
Salvador,Chachaty,7/29/1957
Tetsushi,Schade,2/19/1953
Armond,Barriga,5/29/1961
Arnould,Munck,1/23/1955
Kristinn,Hammerschmidt,7/13/1953
JoAnna,Conte,2/16/1956
Mooi,Erni,12/28/1962
Stein,Penz,8/26/1953
Radhakrishnan,Socorro,5/6/1963
Izaskun,Lamba,9/22/1955
Morrie,Matheson,11/22/1954
Manton,Plump,10/12/1957
Niteen,Vesna,2/16/1961
Suebskul,Ghazalie,8/4/1963
Tonia,Casley,9/26/1954
Fumiko,Jayawardene,3/30/1959
Yongmao,Gerlach,1/31/1953
Radhakrishnan,Baez,4/21/1960
Avishai,Gonthier,11/23/1955
Shih,Nanard,4/22/1952
Luisa,Shobatake,3/10/1964
Chenxi,Baak,6/25/1964
Mechthild,Zongker,7/27/1955
Debatosh,Muhling,12/12/1957
Spyrose,DuCasse,6/24/1953
Sven,Luby,11/13/1958
Remco,Nitsche,10/3/1955
Theron,Mullainathan,5/19/1964
Horward,DasSarma,8/27/1957
Thodoros,Lundstrom,4/19/1962
Trygve,Bressoud,8/28/1959
Mong,Gelosh,9/2/1954
Sadok,Merel,5/11/1958
Fusako,Milicia,5/11/1959
Saniya,Herath,1/23/1961
Chuanyi,Birsak,9/26/1959
Anoosh,Chleq,11/23/1952
Gita,Rosenbaum,2/4/1953
Georgy,Makrucki,5/10/1956
Lubomir,Melter,6/13/1957
Yaghout,Morrey,10/31/1958
Kazuhito,Petereit,9/7/1952
Hatem,Farrow,3/2/1962
Jouni,Lenart,3/24/1957
Minghong,Conti,7/25/1962
Petter,Feldmann,10/26/1964
Gil,Anguita,5/20/1957
Chandrasekaran,Thimonier,1/9/1954
Shawna,Rusterholz,5/7/1953
Shahaf,Swick,6/4/1961
Raimond,Scharstein,1/2/1953
Zhongwei,Zykh,10/30/1956
Goo,Basart,1/12/1963
Gill,Comyn,7/16/1954
Mariangiola,Veevers,2/12/1959
Kensyu,Siksek,8/19/1956
Bogdan,Ghandeharizadeh,10/21/1958
Shaleah,Manderick,10/12/1960
Yuqun,Seiwald,11/9/1954
Shigeo,Lindqvist,9/7/1958
Idoia,Azuma,11/13/1962
Suebskul,Gips,9/27/1955
Morrie,Schurmann,1/30/1965
Kyoichi,Decaestecker,4/1/1955
Shir,Valtorta,7/24/1963
Niclas,Sankaranarayanan,4/7/1964
Sanjeeva,Speckmann,10/27/1959
Odinaldo,Luon,8/22/1962
Pragnesh,Bael,7/24/1952
Michaela,Hebden,4/8/1959
Seshu,Morton,8/12/1955
Laurentiu,Farris,8/12/1963
Stamatina,Escriba,1/18/1963
Leucio,Alvarado,8/2/1952
Amalendu,Lanphier,3/9/1954
Maris,Kemmerer,1/14/1959
Mari,Picht,8/14/1959
Caolyn,Roisin,2/9/1962
Jouni,Rajala,11/25/1962
Dante,Setiz,6/12/1959
Dekang,Krohm,4/22/1963
Christoper,Yavatkar,1/23/1963
Rosalyn,Akaboshi,6/20/1959
Mana,Chorvat,11/3/1962
Yurij,Schapiro,8/9/1956
Siamak,Openshaw,6/26/1961
Weicheng,Badache,12/6/1954
Luerbio,Boudaillier,1/19/1953
Valter,Mitchem,5/21/1957
Arunas,Paciorek,9/8/1961
Stafford,Hennebert,8/17/1962
Luigi,Brookner,1/6/1961
Akeno,Woycyznski,7/30/1962
Nevin,Breugel,5/31/1963
Angel,Theuretzbacher,7/8/1962
Susanne,Kamber,11/22/1961
Spyrose,Blokdijk,8/29/1962
Sajjan,Szilard,3/4/1954
Elliott,Cheshire,9/23/1955
Parke,Lammel,7/5/1964
Fumitake,Panwar,3/27/1954
Mara,Takanami,9/27/1952
George,Lyonns,2/15/1958
Valter,Steinauer,5/22/1960
Aral,Kading,7/30/1956
Goh,Capobianchi,10/13/1964
Supot,Bhattacharjee,5/12/1960
Sachem,Sudbeck,10/13/1958
Woody,Escriba,12/18/1958
Heekeun,Lunn,10/11/1953
Bernt,Keustermans,10/7/1960
Yifei,Borstler,8/10/1959
Ronnie,Tetzlaff,6/11/1955
Mohit,Braccini,4/26/1962
Karlis,Cooke,10/31/1964
Sergi,Tomescu,7/30/1960
Hitofumi,Schaad,11/5/1953
Shuji,Molberg,1/22/1958
Maik,Benzaken,1/17/1955
Jenwei,Lovengreen,6/26/1952
Mariangiola,Berendt,10/21/1952
Bogdan,Belinskaya,6/24/1957
Mahendra,Ginneken,2/2/1962
Bouchung,Armand,10/20/1954
Bezalel,Shanbhogue,6/25/1958
Gunilla,Perl,2/5/1953
Gio,Lally,3/14/1958
Basil,Covnot,7/8/1963
Kristina,Thimonier,11/5/1959
Masoud,Fordan,5/6/1952
Takushi,Turnbull,4/27/1964
Lillian,Beeson,5/18/1952
Tiina,Hettesheimer,6/4/1957
Gad,Boissier,5/12/1952
Naraig,Itschner,3/21/1959
Genta,Rebaine,2/24/1959
Waiman,Alameldin,5/16/1959
Sushant,Junot,3/25/1955
Freyja,Ramras,10/15/1952
Bokyung,Rosti,6/17/1962
Arunas,Wendorf,12/19/1957
Claude,Mandell,2/13/1962
Oksana,Camurati,1/30/1954
Hsiangchu,Oxenboll,7/15/1960
Tadahiro,Krohm,8/29/1957
Florian,Baar,8/25/1963
Krisda,Cyne,10/24/1954
Kwangyoen,Ramsay,8/8/1953
Karlis,Baranowski,11/12/1959
Xumin,Siepmann,6/25/1957
Shridhar,Syang,5/11/1958
Jianwen,Driscoll,2/26/1956
Leif,Matheson,8/2/1954
Khalil,Manders,10/22/1961
Katsuyuki,Rothe,4/3/1952
Jacopo,Swiler,5/11/1952
Elvis,Pfau,3/24/1960
Marl,Schmittgen,2/18/1953
Xiaoshan,Lorie,12/20/1961
Giri,Validov,3/26/1962
Fumiya,Setia,3/18/1960
Huai,Yurek,8/21/1953
Paddy,Zyda,9/28/1964
Aimee,Liesche,4/6/1962
Mayumi,Mukaidono,5/2/1952
Neven,Casley,10/5/1955
Heng,Stafford,8/23/1958
Gaurav,Zhiwei,7/12/1959
Lorien,Pelc,3/5/1959
Radhika,Salverda,12/23/1958
Munehiro,Gecsei,1/24/1955
Zdislav,Khalid,9/4/1961
Menkae,Cmelik,8/16/1959
Dipankar,Lamba,8/4/1962
Uno,Casley,1/27/1955
Jordanka,Pluym,3/23/1962
Arco,Ligten,8/17/1955
Owen,Cooley,1/1/1958
Jacqueline,Porenta,9/1/1955
Lijia,Erez,4/21/1963
Heekeun,Luby,4/24/1952
Mohan,Limongiello,3/24/1959
Odysseas,Hiraishi,8/25/1961
Spyrose,Hutton,12/13/1961
Reinhold,Farrow,11/13/1955
Arup,Cincotta,3/17/1953
Tommaso,Perelgut,7/29/1954
Maia,Dalphin,11/9/1964
Kazuhide,Zucker,1/21/1963
Shim,Antonakopoulos,11/30/1957
Mohammad,Keirsey,6/15/1954
Goa,Rosay,12/14/1960
Dinkar,Walston,11/10/1964
Eckart,England,2/10/1963
Michaela,Worfolk,11/23/1961
Kwangjo,Serdy,1/16/1960
Paraskevi,Beerel,10/26/1952
Hidefumi,Bennis,6/27/1956
Mitsuyuki,Shanbhogue,2/27/1958
Willard,Manders,3/27/1962
Jolita,Stifter,1/30/1959
Mohan,Angot,3/27/1955
Tetsurou,Gladwell,2/3/1958
Hairong,Pulkowski,7/7/1956
Gift,Frolund,8/13/1953
Katsuyuki,Dulli,5/5/1959
Alejandro,Szmurlo,3/29/1960
Byong,Markovitch,11/29/1954
Aluzio,Ladret,6/27/1958
Elliott,Hambrick,4/7/1954
Yoshimitsu,Hellwagner,1/28/1961
Youngkon,Kading,10/8/1953
Kristina,Benaini,6/8/1964
Subhash,Sessa,1/27/1962
Matk,Stiles,8/4/1958
Khalil,Madeira,12/7/1964
Jolita,Spelt,9/1/1964
Toshimi,Moehrke,3/14/1964
Paraskevi,Kohling,3/13/1955
Arunas,Rosen,2/21/1955
Waiman,Isaac,7/17/1962
Idoia,Heystek,7/14/1964
Alagu,Schaad,1/2/1957
Alain,Akazan,8/27/1963
Kazuhide,Zucker,10/10/1963
Vishu,Birdsall,8/8/1961
Keiichiro,Kobuchi,2/9/1958
Shigeu,Veevers,5/26/1959
Fan,Naudin,8/28/1955
Arvind,Zirintsis,4/3/1958
Xiaocheng,Kandlur,10/24/1961
Yakichi,Auria,11/29/1961
Xinglin,Baak,11/10/1953
Troy,Shokrollahi,11/17/1964
Kshitij,Haldar,1/15/1958
Zine,Schiper,7/27/1955
Mohammad,Sridhar,12/10/1959
Utpal,Journel,5/29/1954
Genki,Suppi,11/15/1961
Susanna,Picci,11/4/1961
Mandell,Bahi,11/24/1956
Marek,Wilfing,9/21/1958
Domenico,Pagter,1/5/1953
Kersti,Bergere,7/3/1962
Sajjan,Unno,8/12/1953
Xuedong,Munke,11/24/1959
Lijie,Fiutem,7/20/1959
Bogdan,Kavanagh,9/26/1957
Shawna,Nanard,11/7/1956
Maria,Kamble,9/29/1953
Anwar,Krybus,10/22/1960
Hiroyasu,Pouyioutas,12/3/1960
Kwun,Landherr,8/5/1953
Nikolaus,Bressoud,6/28/1964
Jianhua,Comellas,5/6/1964
Constantino,Sury,1/29/1963
Arve,Masand,2/27/1961
Pranav,Anido,8/4/1963
Kerryn,Pews,6/17/1956
Quingbo,Garnick,11/6/1955
Snehasis,Krohn,4/29/1963
Takanari,Spelt,1/16/1959
Guther,Senzako,6/21/1955
Ekawit,Peyn,3/28/1960
Sanjiv,Kowalchuk,6/1/1956
Haldon,Erie,11/1/1953
Shichao,Ginesta,12/28/1955
Shan,Soicher,6/19/1963
Deborah,Kilgore,1/13/1959
Shigeo,Gomatam,5/9/1958
Shaw,Goodrum,12/26/1964
Billie,Kushnir,12/22/1956
Masaki,Harnett,11/17/1964
Yucai,Swick,10/23/1955
Pranas,Thiria,11/28/1964
Kankanahalli,Itschner,8/8/1959
Moty,Janocha,9/9/1955
Hyuncheol,Rosca,11/29/1960
Kyoichi,Barbanera,6/19/1955
Maria,Pusterhofer,7/23/1958
Takahiro,Tsukune,1/26/1959
Rosita,Litzler,7/8/1954
Nevin,McAlpine,12/18/1958
Tomofumi,Ranta,12/15/1961
Maja,Breugel,9/19/1958
Maren,Vakili,3/18/1958
Jianhua,Klassen,6/19/1953
Mechthild,Thimonier,5/7/1956
Thodoros,Boyle,8/3/1963
Hein,Billawala,12/29/1954
Taiji,Lamparter,7/8/1963
Koldo,Rabejac,10/16/1960
Goncalo,Pell,7/15/1952
Taizo,Remmers,3/9/1955
Flemming,Axelband,2/3/1961
Irene,Demeyer,6/1/1963
Uta,Narahari,2/26/1956
Fay,Huxford,12/23/1953
Khosrow,Yoshizawa,10/27/1964
Adil,Siepmann,6/9/1952
Keiichiro,Guting,7/10/1954
Otilia,Lakshmanan,6/28/1964
Morris,Kavvadias,4/11/1955
Ortrun,Lanzelotte,12/5/1958
Francoise,Poehlman,6/13/1963
Cheong,Dredge,11/15/1959
Martial,Peternell,7/19/1952
Arch,Halevi,2/25/1956
Subhash,Zockler,3/18/1955
Oguz,Hofting,9/2/1956
Munehiro,Yurov,4/29/1964
Yechiam,Seuren,5/7/1955
Berni,Baer,8/12/1962
Bokyung,Alpin,4/4/1962
Neelam,Yurov,8/20/1963
Haldun,Stroustrup,12/29/1954
Leszek,Coombs,1/13/1959
Koldo,Rissanen,6/20/1952
Hisao,Wixon,11/24/1960
Bikash,Herath,4/25/1952
Wanqing,Granlund,11/27/1959
Demin,Melter,12/3/1959
Iara,Magliocco,4/29/1964
Manton,Schwaller,2/15/1964
Rasikan,Portugali,11/17/1954
Mostafa,Puoti,10/22/1961
Baruch,Danecki,2/24/1961
Ottavia,Rissland,8/13/1955
Sarita,Litvinov,8/31/1964
Kwangsub,Wroclawski,9/8/1956
Val,Akaboshi,5/5/1964
Mart,Koblitz,3/24/1962
Georgy,Doering,4/3/1955
Hatsukazu,Basart,9/7/1957
Lein,Sifakis,3/1/1953
Leaf,Wiegley,4/25/1964
Zeydy,Danner,1/21/1954
Thodoros,Lukaszewicz,4/24/1961
Pragnesh,Kragelund,11/16/1954
Shuzo,Andreotta,6/26/1962
Valeri,Staudhammer,5/18/1959
Juichirou,Naumovich,9/8/1954
Rafols,Zhiwei,9/18/1952
Halsur,Crouzet,8/24/1957
Richard,Birke,7/2/1956
Nectarios,Ghemri,5/8/1956
Khosrow,Sgarro,4/27/1952
Froduald,Tzvieli,10/16/1964
Fumitake,Beidas,4/5/1953
Shaw,Frezza,3/9/1963
Przemyslawa,Pavlopoulou,7/30/1961
Toney,Diderrich,2/21/1960
Luerbio,Halevi,1/18/1960
Randy,Baba,1/19/1954
Gio,Chenoweth,1/9/1954
Tremaine,Rebaine,11/19/1957
Ranga,Erdmenger,3/13/1952
Sanjit,Iivonen,5/4/1958
Nevio,Hofstetter,3/3/1963
Nathalie,Speer,6/23/1955
Bouchung,Leivant,11/6/1964
Diederik,Ramaiah,3/10/1956
Vishwani,Gerlach,8/20/1952
Giri,Chartres,11/21/1959
Sadegh,Milicia,4/26/1964
Sanjai,Kalloufi,11/17/1963
Avishai,Kranzdorf,10/21/1962
Mana,Picaronny,9/16/1952
Masato,Tramer,2/5/1955
Yucel,Lortz,8/3/1956
Tran,Fiutem,6/1/1963
Subhada,Coorg,5/18/1961
LiMin,Yoshizawa,9/9/1959
Zhigen,Katzenelson,11/15/1954
Yonghoan,Undy,3/25/1962
Qingxiang,Muhling,4/24/1964
Mooi,Bruckman,12/14/1959
Szabolcs,Meriste,5/8/1959
Kamakshi,Piancastelli,7/31/1952
Niclas,Broomell,1/14/1958
Youjian,Besselaar,6/24/1955
Patricio,Parascandalo,10/24/1962
Arco,Ananiadou,4/20/1964
Geoffrey,Claffy,8/30/1962
Zhiwei,Krohm,4/8/1957
Fumino,Itschner,6/3/1963
Sadegh,Theuretzbacher,7/6/1957
Xiaocheng,Halevi,3/10/1960
Babette,Ghalwash,7/26/1961
Dipankar,Lortz,8/18/1963
Irene,Erol,1/10/1954
Caolyn,Peek,11/8/1957
Renee,Milicia,10/28/1962
Matt,Wallrath,9/5/1959
Stamatina,Kakkad,11/11/1963
Qiwen,Pocchiola,8/11/1957
Rajmohan,Llado,10/1/1958
Atilio,Kitsuregawa,4/7/1957
Sachin,Kisuki,4/19/1959
Shir,Perna,12/14/1959
Kristin,Cardazo,6/17/1957
Jaewon,Vingron,11/20/1952
Hideyuki,Conry,12/15/1956
Fumitaka,Liesche,2/21/1964
Toshimori,Matzen,11/30/1961
Shuichi,Sluis,3/9/1957
Yannik,Bednarek,3/9/1963
Cordelia,Krohn,11/9/1953
Tua,Garigliano,6/30/1956
Beshir,Sullins,11/10/1955
Moon,Bisiani,4/29/1957
Alper,Lienhardt,4/19/1957
Shuichi,Ducloy,10/30/1962
Ingmar,Capobianchi,3/23/1955
Masato,Cusworth,2/10/1958
Lijia,Matteis,8/20/1964
Etsuo,Yurek,1/23/1959
Valter,Pashtan,3/11/1963
Jongsuk,Manderick,9/14/1957
Sudhanshu,Pietracaprina,1/26/1954
Mostafa,Feldmann,9/17/1959
Kiyomitsu,Perez,6/5/1963
Eben,Passino,11/25/1953
Kazuhiko,Hettesheimer,2/17/1954
Jungsoon,Engberts,8/5/1954
Tianruo,Penttonen,4/22/1960
Tadahiko,Christianini,9/26/1953
Diederik,Ruemmler,3/16/1958
Xuejia,Dahlbom,11/16/1959
Sashi,Showalter,2/4/1963
Georg,Marletta,5/2/1952
Subhrajyoti,Barvinok,7/22/1955
Gor,Versino,9/24/1964
Lillian,Feldhoffer,9/26/1957
Tzu,Stille,3/2/1960
Dmitry,Encarnacion,8/2/1953
Tuval,Feldmann,7/7/1959
Khedija,Rusmann,9/11/1958
Charmane,Ducloy,3/28/1963
Aloke,Muhling,1/2/1963
Yefim,Spell,12/7/1960
Sugwoo,Marrevee,7/12/1962
Xiaoqiang,Ferretti,2/6/1959
Elvis,Dolinsky,10/31/1956
Fei,Haddadi,2/28/1954
Tamiya,Juneja,1/2/1954
Subir,Rijckaert,4/13/1961
Teiji,Brattka,1/24/1956
Aloys,Shumilov,10/21/1958
Sashi,Vanwelkenhuysen,3/4/1961
Geoff,Chenney,10/20/1954
Shmuel,Spataro,2/25/1964
Shaowei,Chepyzhov,9/27/1956
Stamatina,Plesums,10/9/1955
Mario,Panienski,5/23/1958
Marsal,Kobara,10/6/1959
Tianruo,Zucker,4/13/1952
Vidar,Perin,7/13/1959
Abdulah,Haldar,12/1/1957
Houman,Rosti,5/1/1963
Sudharsan,Schurmann,9/6/1962
Hidde,Peng,11/19/1964
Alper,Usdin,4/11/1957
Tremaine,Desikan,6/2/1956
Shaowei,Demri,2/10/1957
Fayez,Woycyznski,3/29/1960
Gadiel,Avouris,5/27/1958
Elvia,Christ,5/3/1955
Macha,Coorg,5/26/1956
Yongdong,Kisuki,5/26/1962
Pragnesh,Bodoff,12/30/1963
Sakthirel,Tsukuda,11/25/1958
Kasturi,Portugali,11/20/1962
Domenico,Mitchem,1/11/1954
Zhiguo,Kamber,12/10/1962
Mingdong,Weedon,10/6/1958
Moie,Mamelak,12/5/1962
Parviz,Krzyzanowski,4/28/1963
Mamdouh,Brendel,9/10/1961
Nitsan,Porenta,6/14/1952
Licheng,Range,10/11/1963
Lein,Gronowski,3/15/1963
Rildo,Braccini,7/13/1964
Sugwoo,Delgrossi,7/1/1952
Magy,Schnelling,1/4/1962
Nahum,Aseltine,10/17/1958
Garnik,Lund,8/2/1958
Pranas,Albarhamtoshy,12/14/1961
Krisda,Kinley,12/5/1964
Radoslaw,Muniz,11/8/1956
Hisao,Quittner,5/9/1954
Horward,Delgrossi,7/3/1959
Sasan,Litzkow,2/10/1963
Kwangho,Otillio,10/4/1957
Jongsuk,Bahr,4/20/1959
Poornachandra,Heusch,8/12/1957
Subhrajyoti,Sidou,8/28/1953
Bokyung,Vingron,5/31/1959
Fumino,Choobineh,10/24/1953
Etsuo,Tsukune,9/9/1957
Demin,Usery,12/25/1956
Yakichi,Trogemann,10/7/1955
Eirik,Koyama,9/20/1962
Khalil,Klyachko,1/31/1954
Ramzi,Barbanera,4/14/1962
Arve,Maierhofer,6/30/1955
Nidapan,Range,11/19/1957
Hatim,Constantine,2/5/1962
Masaki,Negoita,8/6/1957
Surveyors,Ranst,3/29/1958
Shietung,Legleitner,3/8/1961
Takushi,Berendt,2/27/1952
Ramalingam,Ranst,8/12/1963
Hongzue,DiGiano,10/18/1957
Valery,Sury,5/6/1953
Shih,Mayerwieser,5/27/1952
Barry,Veldwijk,6/2/1958
Lenore,Itzigehl,9/10/1955
Becky,Stentiford,3/17/1963
Fumiko,Sury,11/6/1961
Ulises,Merel,8/25/1959
Miquel,Maksimenko,3/9/1964
Zhigen,Greenaway,1/31/1959
Takushi,VanScheik,12/26/1961
Arunachalam,Demri,3/16/1956
Hidefumi,Siepmann,4/21/1954
Sumali,Grospietsch,11/15/1959
Mahendra,Welham,9/28/1963
Taiji,Przulj,2/6/1958
Tsz,Seuren,10/28/1956
Alejandro,Ritcey,2/4/1963
Guiseppe,Welham,8/1/1952
Jianhao,Wallrath,2/21/1964
Hyuckchul,Kroft,12/20/1963
Alassane,Silva,1/20/1958
Mingsen,Roohalamini,3/10/1952
Xiping,Conta,10/12/1952
Reinhard,Baig,10/31/1954
Gladys,Attimonelli,11/1/1956
Junsik,Peir,3/15/1957
Macha,Fargier,2/28/1964
Anoosh,Plavsic,6/28/1960
Fatemeh,Swan,9/5/1964
Shigeaki,Eiron,3/19/1964
Abdulla,Heydon,9/27/1963
Marin,Antonisse,5/1/1963
Mokhtar,Parascandalo,10/18/1959
Oguz,Hiroyama,1/9/1959
Greger,Kilgore,4/20/1954
Youngkon,Cairo,2/19/1954
Otilia,Haddadi,4/6/1960
Danae,Szmurlo,9/25/1961
Fen,Jansen,10/16/1954
Vidya,Wynblatt,4/25/1952
Shahaf,Felder,4/4/1961
Lidong,Soicher,1/30/1958
Jinpo,Langford,3/29/1953
Ekawit,Puppe,10/12/1956
Mahmut,Nitta,1/15/1954
Kensyu,Reinhart,8/23/1963
Sukumar,Chartres,4/28/1952
Sushant,Vieri,8/6/1959
IEEE,Schapire,11/7/1956
Maya,Plump,5/25/1954
Gal,Nishimukai,1/9/1957
Fai,Perna,4/3/1958
Mooi,Genther,1/28/1953
Junsik,Schwartzbauer,5/29/1957
Angus,Chelton,1/10/1965
Maris,Ghelli,11/14/1955
Jianwen,Chandrasekhar,6/6/1953
Howell,Passafiume,9/24/1957
Jamaludin,Peternell,8/1/1960
Mayuko,Bardell,9/18/1959
Sarita,Siepmann,8/10/1961
Yongmao,Denis,5/15/1963
Yongqiao,Compeau,1/13/1957
Ulises,Kenevan,9/27/1955
Troy,Marciano,11/30/1953
Tesuro,Remmele,1/29/1953
Premsyl,Delgrossi,7/18/1963
Adib,Pews,3/5/1952
Falguni,Engberts,5/5/1963
Shiv,Jervis,12/2/1961
Snehasis,Greibach,1/13/1958
Ghassan,Lindenbaum,4/29/1961
Manibrata,Picaronny,6/21/1952
Stevo,Takanami,8/3/1964
Manohar,Gladwell,1/11/1956
Itzchak,Sury,12/21/1957
Joydip,Bashian,7/17/1955
Aloys,Seghrouchni,5/7/1952
Tua,Gadepally,12/13/1961
Bogdan,Schaad,3/20/1962
Tokuyasu,Plesums,11/28/1953
Ugo,Butterworth,3/30/1954
Shan,DeMori,5/9/1954
Manohar,Dulin,6/25/1964
Elzbieta,Perin,2/17/1963
Duangkaew,Botman,11/5/1963
Babette,Borstler,5/12/1964
Moto,Ferriere,7/19/1963
Huai,Kobara,12/11/1952
Constantino,Pell,7/6/1960
Khalid,Luon,12/16/1964
Jayesh,Ebeling,8/5/1956
Bikash,Stanger,6/17/1957
Gennadi,Marrakchi,11/7/1952
Tristan,Manderick,6/23/1959
Wojceich,Standera,1/1/1955
Siddarth,Krychniak,8/6/1963
Willard,Syrotiuk,9/30/1953
Hidefumi,Barvinok,11/7/1958
Masaru,Gajiwala,6/27/1961
Tonia,Underwood,8/4/1964
Khalil,Gniady,3/18/1963
Youssef,Frezza,4/14/1958
Achilleas,Conde,10/13/1960
Ramachenga,Orlowski,4/1/1954
Xiahua,Rindone,1/5/1953
Shmuel,Khasidashvili,8/16/1957
Vesna,Haldar,8/28/1954
Horward,Kisuki,6/13/1956
Younwoo,McDermid,9/22/1955
